9.699999226,-5.189998403
9.570684048,-4.923331511
9.44136887,-4.656664618
9.312053692,-4.389997726
9.312053692,-4.389997726
9.560466323,-4.389998159
9.808878955,-4.389998593
10.05729159,-4.389999027
10.30570422,-4.38999946
10.55411685,-4.389999894
10.80252948,-4.390000327
11.05094211,-4.390000761
11.05094211,-4.390000761
11.27609868,-4.256667821
11.50125525,-4.12333488
11.72641182,-3.99000194
11.95156839,-3.856668999
12.17672496,-3.723336059
12.40188153,-3.590003119
12.40188153,-3.590003119
12.18452069,-3.590002739
11.96715986,-3.59000236
11.74979902,-3.590001981
11.53243818,-3.590001601
11.31507735,-3.590001222
11.09771651,-3.590000843
10.88035568,-3.590000463
10.66299484,-3.590000084
10.44563401,-3.589999704
10.22827317,-3.589999325
10.01091234,-3.589998946
9.7935515,-3.589998566
9.576190664,-3.589998187
9.358829829,-3.589997808
9.141468993,-3.589997428
8.924108158,-3.589997049
8.924108158,-3.589997049
8.79479298,-3.323330156
8.665477802,-3.056663264
8.536162624,-2.789996372
8.536162624,-2.789996372
8.744828957,-2.789996736
8.953495289,-2.7899971
9.162161622,-2.789997464
9.370827955,-2.789997829
9.579494287,-2.789998193
9.78816062,-2.789998557
9.996826953,-2.789998921
10.20549329,-2.789999285
10.41415962,-2.789999649
10.62282595,-2.790000014
10.83149228,-2.790000378
11.04015862,-2.790000742
11.24882495,-2.790001106
11.45749128,-2.79000147
11.66615761,-2.790001835
11.87482395,-2.790002199
12.08349028,-2.790002563
12.29215661,-2.790002927
12.50082295,-2.790003291
12.70948928,-2.790003656
12.91815561,-2.79000402
13.12682194,-2.790004384
13.33548828,-2.790004748
13.54415461,-2.790005112
13.75282094,-2.790005477
13.75282094,-2.790005477
13.97057696,-2.656672523
14.18833298,-2.52333957
14.40608901,-2.390006617
14.62384503,-2.256673663
14.84160105,-2.12334071
15.05935707,-1.990007757
15.05935707,-1.990007757
14.84992859,-1.990007391
14.6405001,-1.990007026
14.43107162,-1.99000666
14.22164313,-1.990006295
14.01221465,-1.990005929
13.80278617,-1.990005564
13.59335768,-1.990005198
13.3839292,-1.990004833
13.17450071,-1.990004467
12.96507223,-1.990004102
12.75564374,-1.990003736
12.54621526,-1.990003371
12.33678678,-1.990003005
12.12735829,-1.99000264
11.91792981,-1.990002274
11.70850132,-1.990001909
11.49907284,-1.990001543
11.28964435,-1.990001177
11.08021587,-1.990000812
10.87078739,-1.990000446
10.6613589,-1.990000081
10.6162,-2.27589
10.7274,-1.51462
10.1237,-1.03772
9.4088,-1.32208
9.29763,-2.08335
9.90133,-2.56026
9.90133,-2.56026
10.6162,-2.27589
10.7274,-1.51462
10.1237,-1.03772
9.4088,-1.32208
9.195359512,-1.990000081
9.195359512,-1.989997522
